index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,attendance_rate_missing
5301,2,No,Arts,Auditory,4SIT0T,Male,Yes,68.0,15.0,4.0,16.0,10.0,96.0,21:00,5:00,public transport,yellow,0
5302,0,No,Arts,Auditory,ARZAFI,Female,Yes,65.0,6.0,16.0,15.0,16.0,92.0,21:30,5:30,public transport,black,0
5303,1,No,Clubs,Auditory,LVGWV7,Male,No,62.0,11.0,20.0,16.0,7.0,94.0,22:30,6:30,private transport,yellow,0
5304,0,No,Clubs,Auditory,564U9P,Male,Yes,68.0,24.0,3.0,15.0,12.0,97.0,21:00,5:00,public transport,blue,0
5305,0,No,,Visual,LU9KCR,Female,No,88.0,18.0,5.0,16.0,9.0,99.0,21:00,5:00,public transport,green,0
5306,0,No,,Visual,D0OSWY,Female,Yes,90.0,12.0,11.0,6.0,7.0,93.0,22:30,6:30,private transport,yellow,0
5307,1,No,Sports,Auditory,DDC4NI,Female,Yes,,17.0,14.0,15.0,12.0,93.0,22:30,6:30,private transport,white,0
5308,0,No,,Auditory,TV99ZS,Female,No,89.0,22.0,0.0,16.0,10.0,99.0,23:00,7:00,walk,black,0
5309,1,Yes,Arts,Auditory,T9J4FH,Male,Yes,85.0,16.0,6.0,16.0,7.0,90.0,22:30,6:30,private transport,green,0
5310,2,Yes,,Visual,0RQC8S,Male,No,69.0,15.0,0.0,16.0,17.0,93.0,21:00,5:00,public transport,white,0
5311,1,Yes,Clubs,Auditory,AFDEG7,Female,No,46.0,9.0,20.0,16.0,2.0,96.0,22:30,6:30,private transport,blue,0
5312,2,Yes,Clubs,Visual,BVEU7X,Female,Yes,73.0,5.0,15.0,16.0,8.0,99.0,21:00,5:00,public transport,white,0
5313,1,No,Arts,Auditory,EYOTZN,Male,Yes,62.0,20.0,8.0,16.0,9.0,96.0,21:00,5:00,public transport,white,0
5314,1,No,Sports,Auditory,8GGK9C,Male,No,51.0,16.0,14.0,16.0,18.0,98.0,21:30,5:30,public transport,red,0
5315,2,No,Arts,Visual,MKB02Y,Female,Yes,59.0,22.0,0.0,15.0,7.0,94.0,22:00,6:00,private transport,red,1
5316,0,No,Arts,Visual,ZL0J3Y,Female,Yes,94.0,8.0,15.0,16.0,8.0,91.0,23:00,7:00,walk,yellow,0
5317,0,No,Sports,Visual,H7Z4IS,Female,Yes,92.0,18.0,5.0,15.0,6.0,95.0,23:00,7:00,walk,yellow,0
5318,1,No,Arts,Auditory,IS9TL3,Female,No,60.0,10.0,17.0,16.0,16.0,93.0,23:00,7:00,walk,black,0
5319,1,No,Clubs,Auditory,FCR3XP,Male,No,50.0,23.0,7.0,15.0,8.0,92.0,21:30,5:30,public transport,blue,0
5320,0,Yes,,Auditory,2B1SCY,Male,Yes,80.0,15.0,4.0,15.0,5.0,95.0,23:00,7:00,walk,yellow,0
5321,0,No,Arts,Auditory,6ZL94P,Female,No,58.0,21.0,1.0,15.0,19.0,98.0,22:00,6:00,private transport,yellow,0
5322,2,No,Clubs,Auditory,CX9Z8B,Male,No,62.0,17.0,3.0,16.0,10.0,98.0,23:00,7:00,walk,yellow,0
5323,0,Yes,Sports,Visual,YPMQIW,Male,Yes,79.0,11.0,6.0,16.0,8.0,95.0,21:30,5:30,public transport,blue,0
5324,0,Yes,Sports,Auditory,9I0TGF,Female,Yes,76.0,12.0,8.0,16.0,4.0,100.0,21:00,5:00,public transport,green,0
5325,0,No,Clubs,Auditory,GLHWNL,Female,No,81.0,20.0,2.0,16.0,6.0,90.0,21:30,5:30,public transport,yellow,0
5326,0,No,,Auditory,R4KWUL,Female,Yes,75.0,20.0,3.0,16.0,8.0,95.0,21:00,5:00,public transport,yellow,0
5327,0,No,,Visual,NS2W95,Male,No,65.0,15.0,12.0,15.0,10.0,96.0,22:00,6:00,private transport,green,0
5328,2,No,,Visual,7L4OG3,Male,Yes,78.0,11.0,6.0,16.0,5.0,91.0,22:30,5:30,public transport,green,0
5329,1,Yes,,Auditory,Q1P8WB,Female,Yes,86.0,6.0,11.0,15.0,7.0,96.0,21:00,5:00,public transport,white,0
5330,1,No,Clubs,Auditory,P70M8B,Female,No,53.0,17.0,14.0,15.0,9.0,91.0,23:00,7:00,walk,red,0
5331,1,Yes,Sports,Auditory,WTHIU4,Male,Yes,47.0,11.0,14.0,15.0,1.0,95.0,22:30,6:30,private transport,yellow,0
5332,2,No,Clubs,Auditory,09PKPJ,Male,Yes,74.0,22.0,1.0,15.0,19.0,91.0,21:00,5:00,public transport,black,0
5333,0,No,Clubs,Auditory,7JL391,Male,Yes,60.0,14.0,7.0,16.0,7.0,94.0,21:30,5:30,public transport,green,0
5334,0,No,Arts,Auditory,8KHEF0,Male,Yes,69.0,20.0,2.0,16.0,11.0,98.0,21:30,5:30,public transport,blue,0
5335,1,No,Arts,Auditory,AG4PWE,Male,No,52.0,11.0,14.0,15.0,19.0,100.0,22:00,6:00,private transport,red,0
5336,0,No,Clubs,Auditory,FV125B,Female,Yes,69.0,9.0,18.0,15.0,7.0,97.0,21:00,5:00,public transport,white,0
5337,1,No,Clubs,Visual,BV312T,Male,Yes,70.0,10.0,14.0,16.0,15.0,91.0,23:30,6:30,private transport,white,0
5338,0,No,Clubs,Auditory,Z0GJWG,Male,No,64.0,15.0,12.0,15.0,9.0,90.0,22:30,6:30,private transport,blue,0
5339,1,No,Clubs,Visual,4A8RQY,Male,Yes,45.0,11.0,17.0,16.0,4.0,94.0,22:00,6:00,private transport,white,0
5340,0,No,Clubs,Auditory,GFKB73,Female,Yes,68.0,9.0,12.0,15.0,14.0,95.0,23:00,7:00,walk,white,0
5341,0,No,,Auditory,2A6KJ5,Male,Yes,75.0,16.0,6.0,16.0,8.0,96.0,21:00,5:00,public transport,green,0
5342,2,No,Clubs,Visual,5LK0L7,Male,Yes,73.0,17.0,2.0,15.0,12.0,96.0,23:00,7:00,walk,yellow,0
5343,1,No,Arts,Auditory,KZ9F3B,Male,Yes,57.0,22.0,9.0,15.0,16.0,92.0,23:00,7:00,walk,yellow,0
5344,1,No,Arts,Visual,UMS2SJ,Male,No,45.0,29.0,1.0,16.0,9.0,97.0,22:00,6:00,private transport,white,0
5345,1,No,Clubs,Visual,T56YDU,Male,No,50.0,27.0,3.0,16.0,7.0,94.0,21:30,5:30,public transport,black,0
5346,2,No,Sports,Auditory,S9246F,Female,No,56.0,17.0,3.0,16.0,6.0,96.0,21:00,5:00,public transport,yellow,0
5347,0,No,,Auditory,VK1KJO,Male,Yes,89.0,20.0,1.0,15.0,5.0,97.0,22:30,6:30,private transport,red,0
5348,1,No,Arts,Visual,5XBR59,Male,No,56.0,11.0,15.0,16.0,5.0,95.0,23:00,7:00,walk,black,0
5349,0,No,Arts,Auditory,5VGHQT,Male,No,64.0,15.0,6.0,15.0,14.0,94.0,21:00,5:00,public transport,white,0
5350,1,No,Arts,Auditory,8LMJ84,Female,Yes,54.0,10.0,15.0,16.0,7.0,92.0,22:30,6:30,private transport,red,0
5351,1,No,Arts,Auditory,GBKAF2,Male,No,49.0,20.0,4.0,15.0,1.0,93.0,22:30,6:30,private transport,yellow,0
5352,0,No,Arts,Auditory,56KRYI,Female,Yes,58.0,3.0,24.0,16.0,15.0,98.0,21:00,5:00,public transport,red,0
5353,0,No,,Auditory,WB00HA,Male,Yes,,17.0,8.0,15.0,9.0,100.0,23:00,7:00,walk,yellow,0
5354,1,No,Arts,Visual,H3II5K,Male,No,45.0,19.0,11.0,16.0,15.0,98.0,22:00,6:00,private transport,yellow,0
5355,2,No,Sports,Auditory,4982TK,Female,No,45.0,10.0,13.0,16.0,13.0,51.0,0:00,5:00,public transport,black,0
5356,1,Yes,,Auditory,80WH93,Female,No,87.0,7.0,10.0,15.0,6.0,98.0,22:30,6:30,private transport,red,0
5357,0,No,Clubs,Auditory,C8LUW0,Female,No,,26.0,1.0,16.0,17.0,95.0,22:30,6:30,private transport,white,0
5358,2,Yes,Arts,Visual,KJ2213,Male,No,66.0,13.0,2.0,16.0,16.0,97.0,22:30,6:30,private transport,blue,0
5359,2,No,Clubs,Visual,SEM1ZU,Female,Yes,62.0,17.0,5.0,16.0,14.0,99.0,23:00,7:00,walk,green,0
5360,0,No,Sports,Auditory,QS4311,Female,Yes,71.0,20.0,3.0,15.0,19.0,99.0,23:00,7:00,walk,black,0
5361,1,Yes,Arts,Auditory,V344OJ,Male,No,45.0,24.0,1.0,16.0,5.0,91.0,23:00,6:00,private transport,blue,0
5362,1,Yes,,Visual,561TPW,Male,Yes,87.0,11.0,10.0,16.0,10.0,97.0,22:30,6:30,private transport,yellow,0
5363,2,No,Sports,Auditory,67HEV7,Male,No,44.0,12.0,11.0,15.0,11.0,91.0,23:00,7:00,walk,blue,0
5364,1,Yes,,Auditory,4NBAT8,Male,Yes,73.0,12.0,8.0,15.0,17.0,94.0,23:00,7:00,walk,blue,0
5365,0,No,Sports,Auditory,RW3W2Z,Female,No,59.0,12.0,10.0,16.0,15.0,93.0,23:00,6:00,private transport,white,0
5366,0,No,,Visual,M8WDAO,Female,Yes,90.0,6.0,17.0,15.0,7.0,99.0,22:00,6:00,private transport,yellow,0
5367,1,No,Clubs,Auditory,HTOAVQ,Female,Yes,58.0,12.0,15.0,16.0,7.0,99.0,22:30,6:30,private transport,yellow,0
5368,2,No,Arts,Visual,QHS1WA,Male,No,74.0,15.0,8.0,16.0,13.0,98.0,21:00,5:00,public transport,black,0
5369,1,No,Sports,Auditory,00X3PW,Male,No,34.0,24.0,4.0,15.0,13.0,99.0,22:00,6:00,private transport,yellow,0
5370,1,No,Clubs,Auditory,B6A7OF,Male,No,57.0,22.0,6.0,16.0,9.0,95.0,21:30,5:30,public transport,red,1
5371,1,Yes,,Auditory,X8FVJA,Male,Yes,,16.0,1.0,15.0,10.0,92.0,23:00,7:00,walk,red,0
5372,1,No,Clubs,Auditory,X4IHSY,Male,No,50.0,18.0,6.0,16.0,14.0,83.0,23:00,7:00,walk,blue,0
5373,2,No,Clubs,Auditory,CE9M54,Male,No,71.0,11.0,10.0,16.0,10.0,100.0,22:00,6:00,private transport,blue,0
5374,1,No,Clubs,Auditory,9J031K,Female,No,48.0,21.0,4.0,16.0,10.0,95.0,22:00,6:00,private transport,white,0
5375,2,No,Sports,Visual,46GSL0,Female,Yes,43.0,14.0,8.0,15.0,0.0,98.0,22:00,6:00,private transport,black,0
5376,0,Yes,Clubs,Visual,BDBTUR,Female,No,80.0,0.0,21.0,15.0,5.0,92.0,0:00,7:00,walk,white,0
5377,0,No,Sports,Visual,HJBY6M,Male,No,62.0,23.0,4.0,5.0,16.0,97.0,22:30,6:30,private transport,white,0
5378,0,No,,Auditory,L1PKRW,Female,Yes,90.0,0.0,22.0,15.0,7.0,98.0,22:30,6:30,private transport,red,0
5379,1,No,Sports,Auditory,6OZ90U,Female,No,,24.0,4.0,15.0,11.0,92.0,21:30,5:30,public transport,green,0
5380,0,No,,Visual,P3NMQU,Male,Yes,86.0,22.0,1.0,15.0,8.0,98.0,21:00,5:00,public transport,red,0
5381,1,No,Sports,Auditory,AE4WJE,Male,No,41.0,18.0,10.0,16.0,3.0,94.0,0:30,5:30,public transport,black,1
5382,1,Yes,,Visual,EDQ23C,Female,Yes,92.0,19.0,2.0,16.0,9.0,90.0,21:30,5:30,public transport,red,0
5383,1,Yes,Clubs,Visual,RPIXS2,Male,No,48.0,10.0,20.0,6.0,15.0,96.0,21:00,5:00,public transport,white,0
5384,1,No,Sports,Visual,DUC47R,Male,Yes,45.0,30.0,0.0,15.0,8.0,99.0,22:30,6:30,private transport,green,0
5385,1,No,Arts,Auditory,D98BVU,Female,Yes,,18.0,12.0,15.0,18.0,78.0,0:00,6:00,private transport,white,0
5386,2,No,Arts,Auditory,UYCWR7,Male,Yes,67.0,16.0,5.0,16.0,14.0,97.0,22:00,6:00,private transport,yellow,0
5387,1,No,Clubs,Auditory,2COLDG,Female,Yes,59.0,4.0,23.0,15.0,17.0,92.0,22:30,6:30,private transport,green,0
5388,0,No,Clubs,Visual,K5ZWHD,Female,No,76.0,9.0,18.0,16.0,18.0,96.0,22:30,6:30,private transport,black,0
5389,0,No,,Auditory,MRPJUN,Male,Yes,89.0,17.0,5.0,16.0,7.0,100.0,22:30,6:30,private transport,white,0
5390,0,No,Sports,Auditory,EEP30Q,Female,Yes,69.0,0.0,21.0,15.0,7.0,92.0,22:00,6:00,private transport,black,0
5391,2,Yes,Clubs,Auditory,FEAWP4,Female,No,36.0,21.0,1.0,16.0,14.0,92.0,23:00,7:00,walk,red,0
5392,2,No,Sports,Auditory,UOM9XM,Male,Yes,57.0,15.0,7.0,15.0,20.0,98.0,23:00,7:00,walk,black,0
5393,2,No,Clubs,Visual,FLGZW4,Male,Yes,74.0,10.0,7.0,16.0,19.0,91.0,22:30,6:30,private transport,yellow,0
5394,2,No,Sports,Auditory,0O2HGD,Male,Yes,65.0,11.0,12.0,16.0,6.0,94.0,21:30,5:30,public transport,yellow,0
5395,1,No,Sports,Auditory,GYQZNY,Female,Yes,,20.0,8.0,16.0,16.0,98.0,22:00,6:00,private transport,black,0
5396,2,Yes,Clubs,Visual,XM0R3M,Male,No,71.0,14.0,6.0,16.0,17.0,92.0,23:00,7:00,walk,green,0
5397,1,Yes,Arts,Auditory,GBNFKP,Male,No,45.0,13.0,11.0,16.0,3.0,95.0,22:00,6:00,private transport,green,1
5398,1,No,Clubs,Auditory,FH1Q6N,Male,No,48.0,24.0,6.0,15.0,10.0,87.0,21:30,5:30,public transport,white,0
5399,1,No,Sports,Visual,PTAEIU,Male,Yes,49.0,23.0,7.0,16.0,7.0,56.0,1:30,6:30,private transport,blue,0
5400,2,No,Sports,Visual,04ZIOL,Male,Yes,77.0,16.0,1.0,15.0,10.0,99.0,22:00,6:00,private transport,yellow,0
5401,1,No,Clubs,Visual,BUGNW2,Female,No,50.0,11.0,19.0,16.0,6.0,100.0,23:00,7:00,walk,black,0
5402,2,No,,Visual,CWI4ZK,Female,Yes,57.0,19.0,3.0,16.0,17.0,100.0,21:00,5:00,public transport,black,0
5403,1,No,Clubs,Auditory,APN2ZE,Male,No,51.0,23.0,2.0,15.0,11.0,98.0,22:00,6:00,private transport,black,0
5404,1,No,Arts,Auditory,TT6160,Female,No,54.0,5.0,19.0,16.0,18.0,97.0,21:30,5:30,public transport,blue,0
5405,1,Yes,Sports,Auditory,RZBX9Z,Male,Yes,45.0,24.0,0.0,16.0,15.0,50.0,1:00,6:00,private transport,blue,0
5406,0,No,Sports,Visual,5W41FL,Male,No,75.0,25.0,2.0,15.0,10.0,95.0,22:00,6:00,private transport,white,0
5407,0,Yes,Sports,Auditory,9R75ZR,Female,Yes,79.0,8.0,12.0,16.0,6.0,97.0,22:30,6:30,private transport,black,0
5408,0,No,Sports,Auditory,J8LPK3,Male,No,60.0,27.0,0.0,16.0,20.0,96.0,22:30,6:30,private transport,green,0
5409,1,No,Arts,Visual,PF0S9U,Female,Yes,69.0,23.0,1.0,16.0,10.0,94.0,21:00,5:00,public transport,black,0
5410,2,No,Arts,Auditory,M1RJTB,Female,No,45.0,24.0,0.0,15.0,11.0,54.0,3:00,7:00,walk,yellow,0
5411,2,Yes,Clubs,Auditory,A7GRAN,Male,No,56.0,16.0,0.0,16.0,17.0,93.0,21:00,5:00,public transport,red,0
5412,0,No,Arts,Auditory,XF3WSH,Female,Yes,67.0,24.0,3.0,15.0,16.0,94.0,22:00,6:00,private transport,green,0
5413,1,No,Arts,Auditory,RS1E2U,Male,No,49.0,14.0,11.0,16.0,9.0,96.0,21:30,5:30,public transport,yellow,0
5414,0,No,,Auditory,0E5IIO,Male,Yes,95.0,17.0,8.0,16.0,5.0,98.0,23:00,7:00,walk,blue,0
5415,2,No,,Visual,0W4VMS,Female,No,72.0,9.0,10.0,16.0,20.0,98.0,21:00,5:00,public transport,green,0
5416,2,No,,Visual,M42KEI,Female,No,83.0,2.0,15.0,16.0,9.0,91.0,22:00,6:00,private transport,green,0
5417,1,No,Arts,Visual,7CZUQJ,Female,Yes,78.0,20.0,5.0,16.0,6.0,97.0,21:30,5:30,public transport,red,0
5418,1,Yes,Sports,Visual,O253JB,Female,No,62.0,12.0,15.0,15.0,13.0,92.0,23:00,6:00,private transport,white,0
5419,0,Yes,Clubs,Visual,FAZD6I,Female,Yes,85.0,17.0,0.0,16.0,8.0,97.0,22:30,6:30,private transport,blue,0
5420,0,No,Arts,Visual,VT4SMX,Female,Yes,68.0,11.0,11.0,16.0,15.0,94.0,23:30,6:30,private transport,yellow,0
5421,2,Yes,Arts,Visual,2M5GTG,Female,No,64.0,9.0,6.0,15.0,13.0,94.0,22:00,6:00,private transport,black,0
5422,1,No,Clubs,Auditory,7QRE7A,Male,Yes,63.0,22.0,0.0,15.0,20.0,99.0,23:00,7:00,walk,black,0
5423,0,Yes,,Visual,1ZGGAV,Male,Yes,83.0,18.0,0.0,15.0,7.0,98.0,21:00,5:00,public transport,black,0
5424,0,No,Sports,Auditory,YR04TC,Female,No,54.0,15.0,6.0,16.0,10.0,93.0,22:30,6:30,private transport,green,0
5425,2,Yes,Clubs,Visual,INRJF4,Male,No,71.0,19.0,1.0,15.0,10.0,96.0,22:00,6:00,private transport,yellow,0
5426,0,Yes,,Visual,S31H7Z,Female,No,81.0,15.0,3.0,16.0,9.0,92.0,23:30,6:30,private transport,black,0
5427,1,Yes,Clubs,Auditory,GOX4XS,Male,Yes,77.0,13.0,7.0,16.0,8.0,99.0,21:30,5:30,public transport,black,0
5428,2,No,Clubs,Auditory,9G7GI4,Male,No,61.0,16.0,4.0,15.0,17.0,100.0,22:00,6:00,private transport,white,0
5429,1,No,Arts,Auditory,6JQNKB,Male,Yes,67.0,19.0,3.0,16.0,14.0,93.0,22:30,6:30,private transport,blue,0
5430,2,Yes,Arts,Auditory,LDPXH0,Female,No,42.0,18.0,6.0,16.0,3.0,100.0,21:30,5:30,public transport,red,0
5431,0,No,,Visual,JGWFQ8,Female,Yes,93.0,15.0,8.0,15.0,5.0,95.0,22:00,6:00,private transport,yellow,1
5432,2,No,Sports,Auditory,6S08ZX,Female,Yes,68.0,9.0,14.0,15.0,11.0,97.0,22:00,6:00,private transport,black,0
5433,2,No,Arts,Visual,FBGTE7,Female,Yes,59.0,7.0,15.0,15.0,9.0,99.0,22:30,6:30,private transport,yellow,0
5434,1,No,,Visual,W4M107,Male,No,73.0,24.0,1.0,15.0,9.0,98.0,21:00,5:00,public transport,green,0
5435,0,No,Sports,Auditory,C8005J,Male,Yes,77.0,17.0,4.0,16.0,9.0,93.0,22:00,6:00,private transport,black,0
5436,2,No,,Visual,DOJAW1,Male,No,69.0,15.0,7.0,16.0,18.0,100.0,22:30,6:30,private transport,white,0
5437,1,No,Arts,Auditory,WH3IG2,Male,Yes,67.0,28.0,0.0,16.0,5.0,96.0,21:30,5:30,public transport,yellow,0
5438,2,No,Sports,Auditory,U7PCW2,Male,Yes,60.0,11.0,11.0,15.0,9.0,94.0,22:00,6:00,private transport,blue,0
5439,1,No,Clubs,Visual,WUA9S0,Female,Yes,49.0,27.0,3.0,15.0,14.0,67.0,23:30,5:30,public transport,red,0
5440,2,Yes,,Visual,CQ1UQ3,Female,Yes,77.0,13.0,1.0,15.0,7.0,93.0,22:30,6:30,private transport,blue,0
5441,0,Yes,,Visual,P0T1H4,Male,Yes,89.0,11.0,6.0,15.0,5.0,96.0,21:00,5:00,public transport,black,0
5442,1,Yes,Clubs,Visual,5LXZO7,Male,Yes,76.0,13.0,4.0,15.0,10.0,96.0,22:00,6:00,private transport,green,0
5443,2,No,Arts,Visual,FBGTE7,Female,Yes,59.0,7.0,15.0,15.0,9.0,99.0,22:30,6:30,private transport,red,0
5444,0,No,Clubs,Auditory,MUT9CY,Female,No,63.0,9.0,18.0,16.0,20.0,97.0,21:00,5:00,public transport,red,0
5445,0,No,Clubs,Auditory,7E4TBY,Female,Yes,95.0,2.0,19.0,15.0,8.0,97.0,23:00,7:00,walk,green,0
5446,1,Yes,Arts,Visual,LJJVNQ,Male,No,57.0,15.0,12.0,15.0,6.0,91.0,22:00,6:00,private transport,black,0
5447,1,No,Sports,Auditory,VVESPN,Female,Yes,66.0,11.0,11.0,15.0,10.0,93.0,21:30,5:30,public transport,black,0
5448,0,No,Clubs,Auditory,CJCDY0,Male,No,66.0,15.0,7.0,16.0,18.0,95.0,22:00,6:00,private transport,blue,0
5449,1,No,Clubs,Visual,N91V3G,Female,Yes,57.0,24.0,4.0,15.0,20.0,93.0,0:00,7:00,walk,blue,0
5450,1,No,Sports,Visual,E9GEBY,Male,No,57.0,14.0,12.0,16.0,19.0,94.0,21:30,5:30,public transport,green,0
5451,0,No,,Auditory,YAG03N,Female,No,66.0,14.0,6.0,16.0,11.0,99.0,21:00,5:00,public transport,black,0
5452,1,No,Arts,Auditory,3WGRR2,Female,Yes,52.0,12.0,18.0,15.0,17.0,97.0,23:00,7:00,walk,yellow,0
5453,2,No,,Auditory,DDTHZX,Male,No,41.0,17.0,6.0,15.0,9.0,94.0,22:00,6:00,private transport,blue,0
5454,0,No,Sports,Auditory,HIDOXM,Female,Yes,65.0,3.0,19.0,15.0,8.0,94.0,21:30,5:30,public transport,white,0
5455,0,No,Clubs,Visual,9FYTYA,Female,No,74.0,25.0,3.0,15.0,10.0,98.0,22:30,6:30,private transport,white,0
5456,0,Yes,,Visual,S89PQL,Male,Yes,81.0,16.0,1.0,16.0,7.0,98.0,22:30,6:30,private transport,black,0
5457,2,No,Arts,Auditory,PH533Z,Female,Yes,58.0,17.0,1.0,16.0,16.0,95.0,22:00,6:00,private transport,yellow,0
5458,1,No,Arts,Auditory,HNQ9DS,Female,Yes,63.0,9.0,18.0,15.0,19.0,98.0,23:00,7:00,walk,black,0
5459,0,No,,Auditory,UMN48V,Female,Yes,69.0,18.0,3.0,15.0,12.0,98.0,21:00,5:00,public transport,green,0
5460,0,No,,Visual,M5C5X7,Female,Yes,74.0,21.0,7.0,16.0,12.0,91.0,22:30,6:30,private transport,blue,0
5461,1,No,Clubs,Visual,7QJPYU,Male,Yes,62.0,11.0,16.0,16.0,6.0,97.0,21:30,5:30,public transport,black,0
5462,2,No,,Visual,SBFSKL,Male,No,70.0,16.0,7.0,15.0,10.0,98.0,21:30,5:30,public transport,black,0
5463,1,No,Clubs,Visual,6FQ5C7,Male,No,51.0,26.0,4.0,15.0,12.0,91.0,21:00,5:00,public transport,black,0
5464,1,No,Sports,Auditory,3SUYTD,Female,Yes,66.0,8.0,19.0,16.0,12.0,98.0,22:00,6:00,private transport,black,0
5465,0,No,,Visual,JGQK35,Female,Yes,93.0,4.0,17.0,16.0,6.0,95.0,23:00,7:00,walk,white,1
5466,1,No,Clubs,Auditory,BPKYJX,Female,No,59.0,6.0,25.0,15.0,17.0,99.0,22:00,6:00,private transport,black,0
5467,1,No,Clubs,Visual,TWEUDV,Female,No,51.0,9.0,15.0,16.0,18.0,95.0,21:30,5:30,public transport,yellow,0
5468,2,Yes,,Visual,SOOO3I,Male,Yes,78.0,12.0,2.0,16.0,7.0,96.0,23:00,7:00,walk,black,0
5469,2,Yes,Arts,Auditory,UG3F0V,Male,No,43.0,22.0,2.0,16.0,5.0,91.0,23:00,7:00,walk,white,0
5470,0,No,,Visual,B15WV4,Female,No,82.0,11.0,16.0,15.0,10.0,92.0,21:00,5:00,public transport,blue,0
5471,1,Yes,,Auditory,H842WF,Female,Yes,80.0,7.0,10.0,16.0,7.0,97.0,22:30,6:30,private transport,green,0
5472,2,No,Sports,Visual,9RUNTZ,Male,Yes,73.0,15.0,4.0,15.0,10.0,98.0,22:30,6:30,private transport,red,0
5473,1,No,Arts,Visual,BKLSFV,Female,No,48.0,3.0,27.0,16.0,6.0,96.0,22:30,6:30,private transport,black,0
5474,0,Yes,Sports,Visual,2EIWZW,Male,Yes,72.0,13.0,2.0,16.0,8.0,99.0,22:30,6:30,private transport,blue,0
5475,0,No,Clubs,Auditory,3LORYX,Male,No,55.0,10.0,12.0,15.0,9.0,96.0,22:30,6:30,private transport,black,0
5476,2,No,,Auditory,8IUZS5,Female,No,76.0,19.0,2.0,5.0,8.0,96.0,21:30,5:30,public transport,white,0
5477,1,No,Sports,Auditory,L8T0A4,Female,No,50.0,10.0,19.0,15.0,15.0,99.0,21:00,5:00,public transport,white,0
5478,0,Yes,Clubs,Visual,4OY738,Male,Yes,80.0,13.0,8.0,16.0,9.0,95.0,22:00,6:00,private transport,red,0
5479,2,No,Sports,Visual,IYM3K9,Male,Yes,68.0,21.0,2.0,15.0,9.0,98.0,22:00,6:00,private transport,green,0
5480,0,No,,Auditory,44X34Y,Male,Yes,94.0,16.0,5.0,15.0,5.0,93.0,22:00,6:00,private transport,red,0
5481,2,No,Sports,Auditory,K40DVE,Male,No,49.0,17.0,5.0,16.0,11.0,90.0,21:00,5:00,public transport,black,0
5482,1,No,Arts,Auditory,M094EZ,Female,No,32.0,18.0,10.0,15.0,7.0,95.0,23:00,7:00,walk,black,1
5483,1,Yes,Arts,Visual,GWUXL8,Male,Yes,67.0,16.0,11.0,15.0,18.0,90.0,23:00,7:00,walk,white,0
5484,1,No,Arts,Auditory,LXWWYC,Female,Yes,63.0,20.0,2.0,15.0,19.0,99.0,22:30,6:30,private transport,red,0
5485,0,No,Sports,Auditory,WNOWVV,Female,Yes,81.0,12.0,10.0,15.0,9.0,97.0,21:00,5:00,public transport,white,0
5486,2,No,Arts,Visual,KVCIR8,Female,Yes,80.0,1.0,16.0,16.0,6.0,99.0,21:30,5:30,public transport,blue,0
5487,0,No,Sports,Visual,JBHC91,Female,No,94.0,16.0,7.0,16.0,8.0,98.0,21:30,5:30,public transport,green,0
5488,1,No,Sports,Auditory,IDNH5A,Female,Yes,70.0,8.0,20.0,15.0,16.0,91.0,22:00,6:00,private transport,white,0
5489,2,No,Arts,Auditory,VX6I7C,Male,No,73.0,21.0,0.0,15.0,20.0,95.0,21:30,5:30,public transport,blue,1
5490,1,Yes,Sports,Visual,ZP3370,Female,No,57.0,13.0,14.0,15.0,16.0,99.0,21:00,5:00,public transport,yellow,0
5491,1,Yes,,Visual,9PQ1JZ,Male,Yes,100.0,16.0,1.0,15.0,6.0,90.0,23:00,7:00,walk,black,0
5492,0,No,Arts,Visual,AP18X8,Female,Yes,79.0,17.0,11.0,16.0,5.0,97.0,22:30,6:30,private transport,red,0
5493,1,Yes,,Auditory,K6Y0IZ,Male,Yes,80.0,19.0,3.0,16.0,9.0,98.0,21:30,5:30,public transport,red,0
5494,2,No,Clubs,Auditory,2JOA9V,Male,Yes,58.0,13.0,9.0,16.0,16.0,92.0,21:00,5:00,public transport,white,0
5495,1,No,Arts,Visual,TTQXRU,Female,No,49.0,20.0,10.0,15.0,2.0,86.0,22:30,5:30,public transport,blue,0
5496,1,Yes,Arts,Auditory,F6G78J,Female,Yes,79.0,11.0,9.0,16.0,7.0,91.0,21:00,5:00,public transport,green,0
5497,0,No,Sports,Auditory,S9RVHN,Male,Yes,77.0,16.0,5.0,16.0,8.0,91.0,21:30,5:30,public transport,yellow,0
5498,0,Yes,,Visual,QQ1Y9F,Female,No,91.0,18.0,2.0,16.0,10.0,94.0,21:30,5:30,public transport,black,0
5499,1,No,Arts,Auditory,71YXTA,Male,No,58.0,17.0,14.0,15.0,16.0,96.0,22:00,6:00,private transport,black,0
5500,0,No,Arts,Auditory,CQTV09,Male,Yes,70.0,13.0,14.0,15.0,16.0,95.0,21:00,5:00,public transport,black,0
5501,1,No,Arts,Auditory,TMVAQ7,Male,No,54.0,18.0,13.0,15.0,11.0,93.0,23:00,7:00,walk,blue,0
5502,0,Yes,Arts,Visual,VE3DTV,Female,No,83.0,3.0,17.0,16.0,5.0,93.0,21:00,5:00,public transport,yellow,0
